,age,gender,is_married,is_hereditary,weight,height,is_smoker,stress,bald_prob
281,38,1,1,0,43.6,159.3,0,8,0.376
282,39,1,1,0,53.6,175.1,0,4,0.338
283,28,1,1,0,51.1,154.0,1,4,0.601
284,30,1,1,0,50.0,185.3,0,9,0.463
285,35,1,1,0,48.8,175.1,1,4,0.505
286,44,1,1,1,59.9,158.3,0,7,0.79
287,56,1,1,0,63.5,158.0,0,3,0.635
288,39,1,1,0,50.2,172.4,1,6,0.691
289,39,0,1,0,73.7,176.9,0,2,0.395
290,21,1,1,0,45.3,181.4,0,3,0.415
291,31,0,1,0,50.6,169.5,0,3,0.245
292,39,1,1,0,74.0,171.5,0,6,0.717
293,24,1,1,1,74.4,176.8,1,10,1.0
294,31,1,1,0,49.0,161.4,1,9,0.586
295,46,1,1,1,52.2,160.0,0,1,0.711
296,29,0,1,0,60.7,179.6,0,9,0.422
297,42,1,1,0,68.3,175.9,0,9,0.544
298,24,0,1,0,56.2,169.6,0,3,0.185
299,32,0,1,0,70.3,186.0,1,9,0.653
300,41,1,1,0,52.7,162.6,0,6,0.611
301,37,1,1,0,49.7,146.8,1,6,0.374
302,43,0,1,0,66.0,172.3,1,2,0.425
303,45,1,1,0,56.8,177.6,0,3,0.518
304,58,1,1,0,48.0,173.4,1,2,0.697
305,47,0,1,1,48.3,162.9,0,4,0.548
306,38,1,1,0,67.9,163.8,0,2,0.356
307,44,1,1,0,78.5,178.6,1,7,0.968
308,52,1,1,1,59.3,176.3,0,3,0.637
309,41,0,1,0,55.0,161.7,0,9,0.639
310,42,1,1,1,48.5,164.5,1,6,0.843
311,24,1,1,1,47.8,168.5,0,5,0.563
312,39,1,1,0,51.6,186.4,0,5,0.384
313,31,0,1,0,44.5,154.7,1,7,0.539
314,55,1,1,1,65.7,186.2,0,3,0.789
315,43,1,1,0,75.1,180.6,1,8,0.75
316,28,0,1,0,52.5,178.0,0,6,0.335
317,34,0,1,0,51.3,165.8,1,4,0.475
318,35,1,1,0,62.4,165.1,0,9,0.391
319,27,1,1,1,61.6,169.3,1,2,0.736
320,36,1,1,0,53.3,173.3,1,10,0.557
321,55,1,1,0,56.6,168.8,0,9,0.779
322,35,0,1,0,48.7,171.4,1,4,0.392
323,44,1,1,0,48.6,169.8,0,7,0.589
324,45,1,1,0,48.1,147.6,1,1,0.657
325,36,1,1,0,52.1,171.2,1,4,0.495
326,39,1,1,0,69.3,173.3,0,6,0.491
327,40,1,1,0,45.5,160.4,0,7,0.568
328,15,0,0,0,46.3,165.5,1,1,0.23
329,52,1,1,0,55.4,163.7,1,4,0.592
330,43,1,1,1,55.0,149.4,1,3,0.88
331,39,1,1,0,63.9,168.7,0,8,0.526
332,57,1,1,0,60.8,169.6,0,3,0.494
333,34,0,1,0,69.5,152.4,1,8,0.372
334,47,1,1,1,57.8,170.2,0,4,0.82
335,48,0,1,0,55.9,168.6,0,2,0.379
336,46,1,1,1,65.7,153.6,1,1,0.792
337,46,1,1,0,54.1,181.9,0,9,0.614
338,45,1,1,0,49.6,152.0,1,1,0.477
339,39,1,1,1,56.5,153.4,0,2,0.53
340,41,0,1,0,46.2,173.9,1,10,0.642
341,41,1,1,0,44.9,158.6,1,2,0.527
342,28,1,1,0,56.4,173.3,0,2,0.337
343,29,1,1,1,50.0,157.9,0,5,0.665
344,28,0,1,0,52.8,155.5,1,6,0.457
345,22,1,1,0,43.6,166.4,1,4,0.585
346,51,1,1,0,58.7,160.6,0,8,0.75
347,43,1,1,0,45.6,173.7,0,7,0.547
348,60,0,1,0,53.4,155.6,1,4,0.717
349,35,0,1,0,56.6,167.0,0,4,0.624
350,44,0,1,0,48.2,158.2,1,10,0.705
351,32,1,1,0,100.4,185.0,1,10,0.541
352,42,1,1,1,45.2,175.2,1,9,0.97
353,40,1,1,0,57.1,168.8,1,8,0.721
354,43,0,1,0,59.7,160.2,1,7,0.67
355,30,1,1,0,74.2,180.8,0,5,0.757
356,38,1,1,0,48.6,158.7,1,10,1.0
357,35,0,1,0,92.7,177.7,1,9,0.473
358,47,1,1,1,65.5,167.2,0,5,0.893
359,33,1,1,0,55.0,165.1,0,9,0.452
360,50,1,1,0,50.4,155.9,0,3,0.488
361,35,0,1,0,47.9,160.0,1,10,0.794
362,71,1,1,0,44.2,175.6,0,5,0.662
363,48,1,1,0,71.9,174.2,0,2,0.57
364,19,1,0,1,51.1,169.8,0,6,0.449
365,44,1,1,0,48.4,177.4,1,6,0.597
366,47,1,1,0,56.9,172.7,0,6,0.46
367,40,1,1,0,46.5,170.7,0,5,0.295
368,46,1,1,0,50.6,166.6,0,6,0.574
369,53,1,1,0,57.7,146.5,1,3,0.516
370,35,0,1,0,46.5,156.4,0,7,0.473
372,41,1,1,0,49.9,166.8,1,9,0.633
373,49,1,1,0,49.0,166.0,1,2,0.677
374,45,1,1,0,42.2,163.9,1,6,0.532
375,37,0,1,0,53.7,149.5,0,10,0.406
376,26,1,1,0,51.4,144.3,1,7,0.631
377,44,1,1,1,47.5,168.1,1,4,0.702
378,50,1,1,0,59.9,167.7,1,6,0.665
379,65,1,1,0,60.8,175.4,0,2,0.905
380,35,1,1,0,57.1,160.5,0,5,0.385
381,29,1,1,0,46.2,169.2,0,9,0.497
382,38,1,1,1,61.8,167.0,0,9,0.712
383,43,1,1,0,58.4,174.3,1,9,0.696
384,41,1,1,1,83.6,164.8,0,5,0.642
385,56,0,1,0,46.4,172.8,1,3,0.717
386,45,1,1,0,52.1,176.9,1,2,0.653
387,40,0,1,1,53.2,174.2,0,6,0.433
388,32,0,1,0,42.6,166.5,0,8,0.415
389,55,1,1,0,50.6,151.0,1,6,0.733
390,20,1,1,0,54.4,156.7,1,4,0.531
391,40,1,1,0,49.8,151.6,0,3,0.367
392,34,1,1,0,48.6,165.1,0,8,0.523
393,64,0,1,1,63.0,167.6,1,6,0.853
394,49,1,1,0,47.8,156.2,1,5,0.657
395,36,1,1,1,58.2,172.3,0,4,0.718
396,47,1,1,0,57.8,168.0,1,7,0.983
397,41,0,1,0,54.8,164.4,1,8,0.665
398,36,1,1,0,43.4,161.8,0,7,0.748
399,33,1,1,0,66.0,173.1,0,10,0.547
400,7,1,0,0,55.8,157.4,0,6,0.314
401,34,0,1,1,65.0,174.6,0,4,0.546
402,40,0,1,0,88.4,191.9,0,8,0.451
403,46,0,1,0,50.2,151.9,1,10,0.772
404,26,1,1,0,57.3,161.4,1,1,0.411
405,23,0,1,0,43.5,151.5,0,8,0.475
406,37,1,1,0,50.7,165.6,0,9,0.557
407,32,1,1,0,58.2,158.8,1,10,0.735
408,50,1,1,1,61.4,161.9,0,1,0.713
409,50,0,1,0,61.0,156.5,1,9,0.66
410,35,1,1,0,57.7,168.8,0,8,0.428
411,11,1,0,1,73.5,181.9,0,4,0.78
412,37,1,1,1,52.9,164.9,0,2,0.499
413,19,0,0,0,62.4,183.2,1,7,0.322
414,67,1,1,1,52.7,155.5,1,9,1.0
415,38,1,1,0,48.1,170.4,0,10,0.449
416,36,0,1,1,67.8,155.2,1,1,0.617
417,31,1,1,0,42.6,154.0,1,5,0.65
418,28,0,1,1,69.9,201.1,0,3,0.644
419,33,0,1,0,46.2,155.1,1,2,0.24
420,40,0,1,1,49.4,159.5,0,3,0.815
421,54,1,1,0,57.5,162.6,1,7,0.763
422,29,1,1,1,52.8,169.8,1,5,0.8
423,39,1,1,0,57.0,177.9,0,4,0.424
424,36,1,1,0,45.7,180.7,0,2,0.431
425,46,1,1,0,55.3,166.0,0,6,0.485
426,47,0,1,0,50.5,160.8,0,1,0.231
427,20,0,1,0,57.9,170.4,1,6,0.429
428,49,0,1,1,48.8,149.5,0,5,0.615
429,48,1,1,0,66.1,175.3,0,8,0.496
430,38,0,1,1,64.0,176.2,0,6,0.657
431,41,1,1,0,60.9,162.0,0,10,0.639
432,34,1,1,0,44.5,161.5,0,1,0.449
433,30,1,1,0,43.2,168.7,0,5,0.546
434,26,0,1,0,62.4,176.8,0,6,0.444
435,49,0,1,1,50.9,176.4,0,8,0.807
436,44,1,1,0,48.0,174.5,1,1,0.895
437,51,0,1,0,48.8,172.2,1,4,0.621
438,34,1,1,0,46.8,162.9,0,4,0.365
439,34,1,1,0,52.7,173.8,1,10,0.75
440,40,0,1,1,48.2,151.8,1,4,0.596
441,27,1,1,0,49.4,151.0,1,2,0.474
443,18,1,0,0,51.3,152.8,0,5,0.294
444,35,1,1,0,57.2,164.4,1,5,0.527
445,28,0,1,0,47.4,172.5,0,3,0.282
446,36,1,1,1,45.1,149.8,1,2,0.755
447,52,1,1,1,61.3,163.5,0,2,0.774
448,21,1,1,1,42.0,160.6,0,7,0.591
449,52,1,1,0,55.8,164.0,1,7,0.807
450,44,1,1,0,59.1,153.6,1,3,0.408
451,46,0,1,0,47.2,169.3,1,6,0.575
452,28,1,1,0,65.9,153.3,1,2,0.453
453,38,1,1,0,55.5,167.8,1,2,0.506
454,32,0,1,0,59.1,180.1,1,2,0.276
455,36,0,1,0,43.8,163.3,0,1,0.342
456,57,0,1,0,56.7,169.7,0,6,0.512
457,53,1,1,0,57.4,174.1,0,2,0.696
458,51,1,1,0,66.9,171.3,0,7,0.743
459,41,0,1,0,57.3,178.6,1,1,0.531
460,52,0,1,1,61.9,166.7,0,6,0.586
461,35,1,1,0,53.0,154.7,1,4,0.361
462,27,1,1,0,59.6,176.5,0,3,0.387
463,49,0,1,0,60.2,168.6,1,2,0.521
464,32,1,1,0,53.5,169.1,1,7,0.413
465,35,1,1,0,54.5,175.1,1,6,0.486
466,35,1,1,1,54.8,180.6,0,5,0.421
467,25,1,1,0,50.2,168.3,0,1,0.236
468,39,1,1,0,45.3,173.6,1,2,0.487
469,56,1,1,0,45.9,156.8,0,8,0.799
470,51,1,1,1,77.8,179.3,1,3,0.837
471,20,0,1,0,66.0,183.3,0,9,0.288
472,35,0,1,0,63.3,160.4,1,5,0.419
473,28,1,1,0,46.7,170.0,1,9,0.686
474,33,1,1,0,41.1,170.1,1,3,0.498
475,44,1,1,0,54.3,147.9,0,3,0.367
476,35,1,1,0,52.8,175.4,0,3,0.379
477,37,0,1,0,60.4,169.9,0,7,0.422
478,52,1,1,1,47.0,172.5,1,4,0.887
479,51,1,1,0,51.7,169.8,1,9,0.885
480,30,1,1,0,43.2,158.0,0,2,0.152
481,46,0,1,0,59.8,172.1,1,10,0.584
482,60,1,1,0,68.6,164.0,0,1,0.552
483,39,0,1,1,46.3,170.2,0,1,0.532
484,42,0,1,1,46.5,152.6,1,4,0.926
485,37,1,1,0,48.5,147.3,0,2,0.434
486,41,1,1,0,54.7,168.8,0,1,0.439
487,49,0,1,1,55.0,174.1,1,4,0.602
488,34,1,1,0,58.9,175.2,0,8,0.519
489,36,0,1,0,56.1,181.5,1,6,0.44
490,22,0,1,0,47.6,159.9,0,5,0.294
491,35,0,1,1,50.3,152.9,1,9,0.652
492,29,0,1,1,45.7,141.1,1,8,0.8
493,30,1,1,0,53.7,171.6,0,8,0.3
494,50,1,1,0,46.5,177.1,0,3,0.513
495,31,0,1,0,48.9,176.9,1,6,0.318
496,31,1,1,0,55.3,176.0,0,5,0.536
497,34,1,1,1,55.1,166.5,1,3,0.885
498,40,1,1,0,53.9,178.1,1,8,0.654
499,52,0,1,0,50.1,167.6,1,2,0.696
500,41,1,1,0,67.8,157.6,0,3,0.516
501,23,0,1,0,56.3,157.0,0,9,0.361
502,36,1,1,0,47.3,149.8,1,8,0.532
503,49,1,1,0,57.9,156.8,1,3,0.536
504,34,1,1,0,50.0,153.8,0,6,0.849
505,27,1,1,1,46.0,162.8,1,6,0.848
506,34,1,1,0,82.1,181.6,1,7,0.605
507,57,1,1,0,61.4,179.4,0,7,0.629
508,43,0,1,0,48.1,177.6,1,10,0.688
509,45,1,1,0,60.3,171.1,1,3,0.491
511,42,0,1,0,69.7,170.8,1,10,0.469
512,30,1,1,0,51.0,170.8,1,1,0.475
513,35,1,1,0,45.3,166.9,0,9,0.58
514,24,1,1,0,56.3,173.8,0,10,0.705
515,31,1,1,0,55.5,172.2,1,6,0.575
516,36,1,1,0,46.8,145.4,1,6,0.541
517,41,1,1,0,46.2,162.4,1,4,0.723
518,27,0,1,0,47.5,142.2,0,8,0.285
519,47,1,1,0,53.8,162.2,0,5,0.599
520,23,1,1,0,49.6,168.0,0,6,0.475
521,35,1,1,0,58.3,161.7,0,1,0.495
522,30,0,1,0,53.6,143.0,0,3,0.425
523,55,1,1,0,50.8,155.6,0,8,0.743
524,69,1,1,0,49.4,179.4,1,7,0.835
525,48,1,1,0,53.3,171.3,0,10,0.574
526,59,1,1,1,64.3,153.1,1,3,0.899
527,26,1,1,0,46.6,176.4,1,6,0.537
528,29,1,1,0,68.3,187.0,1,1,0.365
529,57,0,1,0,50.0,163.9,1,9,0.617
530,20,1,1,1,56.4,159.4,1,4,0.636
531,28,0,1,0,44.1,166.5,0,8,0.348
532,49,0,1,1,70.2,175.5,0,6,0.563
533,47,1,1,1,52.3,161.7,1,7,0.918
534,22,0,1,0,93.8,196.1,0,6,0.444
535,41,1,1,1,42.7,158.6,1,7,0.989
536,38,0,1,0,47.5,162.6,0,4,0.325
537,31,1,1,1,48.1,166.3,1,7,0.728
538,38,0,1,1,49.2,170.3,0,9,0.595
539,33,1,1,0,62.6,175.3,1,4,0.51
540,31,0,1,0,46.4,166.3,0,6,0.362
